Format,Scope,Constraint,Lobby size,Result,Simulations run,Detail
Deal or No Deal,Nationality: Senegal,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Senegal,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 6 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Senegal,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Senegal,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 10 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Serbia,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Serbia,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Serbia,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 8 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Serbia,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 10 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Slovakia,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Slovakia,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Slovakia,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Slovakia,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 10 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Slovenia,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Slovenia,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Slovenia,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Slovenia,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: South Korea,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: South Korea,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: South Korea,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 8 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: South Korea,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 10 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Spain,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 4 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Spain,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 6 boxes, only 5 eligible remained"
Deal or No Deal,Nationality: Spain,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 4 (CDM) needed 8 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Spain,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 10 boxes, only 5 eligible remained"
Deal or No Deal,Nationality: Sweden,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Sweden,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Sweden,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Sweden,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Switzerland,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Switzerland,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 6 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Switzerland,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Switzerland,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 10 boxes, only 2 eligible remained"
Deal or No Deal,Nationality: Tunisia,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Tunisia,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (GK) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Tunisia,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Tunisia,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Türkiye,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (ST) needed 4 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Türkiye,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Türkiye,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 8 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Türkiye,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CDM) needed 10 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: U.S.A.,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: U.S.A.,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (RW) needed 6 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: U.S.A.,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: U.S.A.,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 10 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Ukraine,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Ukraine,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Ukraine,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Ukraine,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 10 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Uruguay,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 4 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Uruguay,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (LB) needed 6 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Uruguay,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (AMF) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Uruguay,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 10 boxes, only 3 eligible remained"
Deal or No Deal,Nationality: Venezuela,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (RB) needed 4 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Venezuela,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Venezuela,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 8 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Venezuela,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 10 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Wales,Not applicable,2,SHORTAGE,1,"Deal or No Deal: round 1 (CB) needed 4 boxes, only 1 eligible remained"
Deal or No Deal,Nationality: Wales,Not applicable,3,SHORTAGE,1,"Deal or No Deal: round 1 (LW) needed 6 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Wales,Not applicable,4,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 8 boxes, only 0 eligible remained"
Deal or No Deal,Nationality: Wales,Not applicable,5,SHORTAGE,1,"Deal or No Deal: round 1 (CM) needed 10 boxes, only 0 eligible remained"
Free Pick,All players,No constraints,2,OK,5000,
Free Pick,All players,No constraints,3,OK,5000,
Free Pick,All players,No constraints,4,OK,5000,
Free Pick,All players,No constraints,5,OK,5000,
Free Pick,All players,1 per club,2,OK,5000,
Free Pick,All players,1 per club,3,OK,5000,
Free Pick,All players,1 per club,4,OK,5000,
Free Pick,All players,1 per club,5,OK,5000,
Free Pick,All players,3 per club,2,OK,5000,
Free Pick,All players,3 per club,3,OK,5000,
Free Pick,All players,3 per club,4,OK,5000,
Free Pick,All players,3 per club,5,OK,5000,
Free Pick,All players,1 per nationality,2,OK,5000,
Free Pick,All players,1 per nationality,3,OK,5000,
Free Pick,All players,1 per nationality,4,OK,5000,
Free Pick,All players,1 per nationality,5,OK,5000,
Free Pick,All players,3 per nationality,2,OK,5000,
Free Pick,All players,3 per nationality,3,OK,5000,
Free Pick,All players,3 per nationality,4,OK,5000,
Free Pick,All players,3 per nationality,5,OK,5000,
Free Pick,Top 5 leagues,No constraints,2,OK,5000,
Free Pick,Top 5 leagues,No constraints,3,OK,5000,
Free Pick,Top 5 leagues,No constraints,4,OK,5000,
Free Pick,Top 5 leagues,No constraints,5,OK,5000,
Free Pick,Top 5 leagues,1 per club,2,OK,5000,
Free Pick,Top 5 leagues,1 per club,3,OK,5000,
Free Pick,Top 5 leagues,1 per club,4,OK,5000,
Free Pick,Top 5 leagues,1 per club,5,OK,5000,
Free Pick,Top 5 leagues,3 per club,2,OK,5000,
Free Pick,Top 5 leagues,3 per club,3,OK,5000,
Free Pick,Top 5 leagues,3 per club,4,OK,5000,
Free Pick,Top 5 leagues,3 per club,5,OK,5000,
Free Pick,Top 5 leagues,1 per nationality,2,OK,5000,
Free Pick,Top 5 leagues,1 per nationality,3,OK,5000,
Free Pick,Top 5 leagues,1 per nationality,4,OK,5000,
Free Pick,Top 5 leagues,1 per nationality,5,OK,5000,
Free Pick,Top 5 leagues,3 per nationality,2,OK,5000,
Free Pick,Top 5 leagues,3 per nationality,3,OK,5000,
Free Pick,Top 5 leagues,3 per nationality,4,OK,5000,
Free Pick,Top 5 leagues,3 per nationality,5,OK,5000,
Free Pick,League: Serie A,No constraints,2,OK,5000,
Free Pick,League: Serie A,No constraints,3,OK,5000,
Free Pick,League: Serie A,No constraints,4,OK,5000,
Free Pick,League: Serie A,No constraints,5,OK,5000,
Free Pick,League: Serie A,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Serie A,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Free Pick,League: Serie A,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 10
Free Pick,League: Serie A,1 per club,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 9
Free Pick,League: Serie A,3 per club,2,OK,5000,
Free Pick,League: Serie A,3 per club,3,SHORTAGE,105,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Serie A,3 per club,4,SHORTAGE,100,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Serie A,3 per club,5,SHORTAGE,7,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Serie A,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Serie A,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Serie A,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Serie A,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 9
Free Pick,League: Serie A,3 per nationality,2,OK,5000,
Free Pick,League: Serie A,3 per nationality,3,SHORTAGE,45,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Serie A,3 per nationality,4,SHORTAGE,4,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Serie A,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 11
Free Pick,League: Premier Division,No constraints,2,OK,5000,
Free Pick,League: Premier Division,No constraints,3,OK,5000,
Free Pick,League: Premier Division,No constraints,4,OK,5000,
Free Pick,League: Premier Division,No constraints,5,OK,5000,
Free Pick,League: Premier Division,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Premier Division,1 per club,3,SHORTAGE,11,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Premier Division,1 per club,4,SHORTAGE,7,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Premier Division,1 per club,5,SHORTAGE,2,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Premier Division,3 per club,2,OK,5000,
Free Pick,League: Premier Division,3 per club,3,OK,5000,
Free Pick,League: Premier Division,3 per club,4,OK,5000,
Free Pick,League: Premier Division,3 per club,5,OK,5000,
Free Pick,League: Premier Division,1 per nationality,2,SHORTAGE,213,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Premier Division,1 per nationality,3,SHORTAGE,140,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Premier Division,1 per nationality,4,SHORTAGE,4,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Premier Division,1 per nationality,5,SHORTAGE,16,Free Pick: drafter 4 had no legal pick in round 11
Free Pick,League: Premier Division,3 per nationality,2,OK,5000,
Free Pick,League: Premier Division,3 per nationality,3,OK,5000,
Free Pick,League: Premier Division,3 per nationality,4,OK,5000,
Free Pick,League: Premier Division,3 per nationality,5,OK,5000,
Free Pick,League: First Division,No constraints,2,OK,5000,
Free Pick,League: First Division,No constraints,3,OK,5000,
Free Pick,League: First Division,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: First Division,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 10
Free Pick,League: First Division,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: First Division,3 per club,2,SHORTAGE,56,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: First Division,3 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: First Division,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 11
Free Pick,League: First Division,1 per nationality,2,SHORTAGE,2,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 11
Free Pick,League: First Division,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: First Division,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 10
Free Pick,League: First Division,3 per nationality,2,SHORTAGE,169,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: First Division,3 per nationality,3,SHORTAGE,8,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: First Division,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 11
Free Pick,League: First Division,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 10
Free Pick,League: Bundesliga,No constraints,2,OK,5000,
Free Pick,League: Bundesliga,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Bundesliga,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 10
Free Pick,League: Bundesliga,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: Bundesliga,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,League: Bundesliga,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 7
Free Pick,League: Bundesliga,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 6
Free Pick,League: Bundesliga,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 6
Free Pick,League: Bundesliga,3 per club,2,SHORTAGE,4,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: Bundesliga,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Bundesliga,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 10
Free Pick,League: Bundesliga,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 10
Free Pick,League: Bundesliga,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Bundesliga,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,League: Bundesliga,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 8
Free Pick,League: Bundesliga,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 7
Free Pick,League: Bundesliga,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Bundesliga,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,League: Bundesliga,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 10
Free Pick,League: Bundesliga,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,League: Ligue 1 Uber Eats,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,League: Ligue 1 Uber Eats,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 9
Free Pick,League: Ligue 1 Uber Eats,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 8
Free Pick,League: Ligue 1 Uber Eats,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 5
Free Pick,League: Ligue 1 Uber Eats,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 5
Free Pick,League: Ligue 1 Uber Eats,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: Ligue 1 Uber Eats,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 9
Free Pick,League: Ligue 1 Uber Eats,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 6
Free Pick,League: Ligue 1 Uber Eats,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 9
Free Pick,League: Ligue 1 Uber Eats,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 8
Free Pick,League: Ligue 1 Uber Eats,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 6
Free Pick,League: Ligue 1 Uber Eats,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,League: Ligue 1 Uber Eats,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,League: Ligue 1 Uber Eats,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 7
Free Pick,League: Ligue 1 Uber Eats,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 7
Free Pick,Nationality: Algeria,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Algeria,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Algeria,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Algeria,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Algeria,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Algeria,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Algeria,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Algeria,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Algeria,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Algeria,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Algeria,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Algeria,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Algeria,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Algeria,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Algeria,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Argentina,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: Argentina,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,Nationality: Argentina,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 6
Free Pick,Nationality: Argentina,No constraints,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 5
Free Pick,Nationality: Argentina,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: Argentina,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,Nationality: Argentina,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 7
Free Pick,Nationality: Argentina,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 5
Free Pick,Nationality: Argentina,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,Nationality: Argentina,3 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 8
Free Pick,Nationality: Argentina,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 7
Free Pick,Nationality: Argentina,3 per club,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 5
Free Pick,Nationality: Argentina,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Argentina,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Argentina,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Argentina,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Argentina,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: Argentina,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Argentina,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 4
Free Pick,Nationality: Argentina,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Armenia,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,No constraints,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Armenia,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Armenia,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
